"year","unitid","inst_name","state_name","inst_control","institution_level","rev_tuition_fees_gross","exp_instruc_total","exp_acad_supp_total","exp_net_grant_aid_total","assets","liabilities","equity_total","total_revenues_additions","total_expenses_deductions"
"2013","146490","Lake Forest Graduate School of Management","Illinois","Private not-for-profit","Four or more years","9897968","2588621","2794520","","20170980","2494353","","12462916","12030842"
"2013","146533","Lakeview College of Nursing","Illinois","Private not-for-profit","Four or more years","4302992","2098510","91099","136299","17788448","2074989","","5878135","3892147"
"2013","146612","Lewis University","Illinois","Private not-for-profit","Four or more years","122746344","49769308","6512360","14518525","192200480","89055704","","131590008","117986208"
"2013","146621","Lexington College","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2013","146667","Lincoln Christian University","Illinois","Private not-for-profit","Four or more years","9932535","4180656","1783056","","29371700","13516806","","14103603","13151928"
"2013","146676","Lincoln College","Illinois","Private not-for-profit","Four or more years","15496672","4645966","1568084","","72477176","16363553","","18295952","17983838"
"2013","146719","Loyola University Chicago","Illinois","Private not-for-profit","Four or more years","485845248","175648690","71099570","","2120040320","752262016","","621758080","505279232"
"2013","146728","Lutheran School of Theology at Chicago","Illinois","Private not-for-profit","Four or more years","1616058","3436538","646776","","54631696","10057065","","23643568","8649207"
"2013","146755","Trinity College of Nursing & Health Sciences","Illinois","Private not-for-profit","Four or more years","3271928","1821639","235111","1993","","","","",""
"2013","146825","MacMurray College","Illinois","Private not-for-profit","Four or more years","11469579","3694478","371556","","26934242","4536075","","13473194","11464822"
"2013","146977","McCormick Theological Seminary","Illinois","Private not-for-profit","Four or more years","1303931","2775768","1024342","","110437192","29685338","","15770118","8325384"
"2013","147013","McKendree University","Illinois","Private not-for-profit","Four or more years","48185304","14977554","1621732","","89743184","40331840","","46639212","41701536"
"2013","147031","Meadville Lombard Theological School","Illinois","Private not-for-profit","Four or more years","1041432","1230632","51127","","28737460","378908","","5727361","2940873"
"2013","147129","Methodist College","Illinois","Private not-for-profit","Four or more years","10013343","4781881","1045266","","","","","",""
"2013","147244","Millikin University","Illinois","Private not-for-profit","Four or more years","57701980","20700874","3525038","","255630768","42973456","","64061268","52750188"
"2013","147341","Monmouth College","Illinois","Private not-for-profit","Four or more years","38263912","13724549","2159183","192755","226438064","35524940","","49066828","34671664"
"2013","147369","Moody Bible Institute","Illinois","Private not-for-profit","Four or more years","33968248","27530170","5782488","","389373984","244513712","","125494288","111199040"
"2013","147536","National Louis University","Illinois","Private not-for-profit","Four or more years","60877388","23536256","7889012","","102264080","46750568","","72542832","69463736"
"2013","147590","National University of Health Sciences","Illinois","Private not-for-profit","Four or more years","18468968","8509187","982231","","46410156","12780190","","23361840","20748062"
"2013","147660","North Central College","Illinois","Private not-for-profit","Four or more years","86426248","24989702","6610253","","279981376","56080584","","79255272","68184664"
"2013","147679","North Park University","Illinois","Private not-for-profit","Four or more years","57455132","17646928","5038325","","300297760","105111576","","80572264","55297752"
"2013","147697","Northern Baptist Theological Seminary","Illinois","Private not-for-profit","Four or more years","1351550","917749","663933","346206","26742706","884829","","5308068","4239418"
"2013","147703","Northern Illinois University","Illinois","Public","Four or more years","166922352","230764620","49851384","36313368","731350336","461787776","","593853184","604397504"
"2013","147767","Northwestern University","Illinois","Private not-for-profit","Four or more years","876211008","718431000","263550000","","12776306688","2112561024","","3484285952","1973027968"
